id,summarized,text,root,length,emotion
hit:67_conv:135_uttr:1,0,I still remember the day i had to say goodbye to my dad. :(,remember,15,devastated
hit:69_conv:138_uttr:1,1,My neighbor went back to school at 59.,go,9,impressed
hit:69_conv:139_uttr:1,0,It makes me sad to be single nowadays.,make,9,sad
hit:70_conv:140_uttr:1,1,My friend's boyfriend got into an accident 5 years ago.,get,12,faithful
hit:70_conv:141_uttr:1,0,So last night a cop pulled me over.,pull,9,afraid
hit:71_conv:142_uttr:1,0,"I've been taking care of my aging mom for 5 years now and don't really have any friends, since so much time is used taking care of her.",take,32,lonely
hit:71_conv:143_uttr:1,1,I usually stop and take them to a creek away from the road.,stop,14,guilty
hit:73_conv:146_uttr:1,1,I felt so happy closeing a big client like that.,feel,11,confident
hit:74_conv:148_uttr:1,0,My mom went back to school at 63 and recently got her bachelor's in computer science!,go,18,proud
hit:74_conv:149_uttr:1,1,I finally finished my Phlebotomy class .,finish,7,grateful
hit:75_conv:150_uttr:1,1,I think it went pretty well.,think,7,anticipating
hit:75_conv:151_uttr:1,0,I bought a lottery ticket and have a feeling I will win.,buy,13,hopeful
hit:76_conv:153_uttr:1,0,"For my 30th birthday, my family and friends got together and threw me a surprise birthday party.",get,19,surprised
hit:79_conv:159_uttr:1,1,I think I found someone that's interested in my house finally .,think,13,hopeful
hit:80_conv:161_uttr:1,0,Recently I offered to start working extra long hours just to help support my family more.,offer,17,caring
hit:81_conv:162_uttr:1,1,"Just moved here for work, and I don't know anyone.",move,13,lonely
hit:81_conv:163_uttr:1,0,I went to grocery store the other day and completely embarassed myself.,go,13,embarrassed
hit:83_conv:166_uttr:1,0,So I came home from work yesterday and when I walked in the apartment Sally had all my friends and family inside.,come,23,surprised
hit:83_conv:167_uttr:1,0,MY daughter started a new school last year.,start,9,proud
hit:85_conv:170_uttr:1,0,So Bob got the promotion at work even though I put in all those hours.,get,16,jealous
hit:85_conv:171_uttr:1,1,The whole family is devastated.,devastate,6,caring
hit:86_conv:173_uttr:1,0,So I found something out the other night that made me extremely upset!,find,14,furious
hit:87_conv:174_uttr:1,0,So I just saw how they are going to have a remake of Fist of Fury.,see,17,nostalgic
hit:88_conv:176_uttr:1,0,I think our job might be laying us off.,think,10,afraid
hit:88_conv:177_uttr:1,0,So after a year of being here we finally got to rearrange the garage.,get,15,proud
hit:89_conv:179_uttr:1,0,I like to give to charity.,like,7,caring
hit:90_conv:180_uttr:1,0,So I lost my wallet and had to get a new ID issued to me.,lose,16,sad
hit:90_conv:181_uttr:1,1,Im going to my first concert this weekend.,be,10,excited
hit:93_conv:186_uttr:1,1,I should really try to get a girlfriend or something.,try,11,lonely
hit:93_conv:187_uttr:1,0,The other day during breakfast my daughter started choking and I panicked.,start,13,afraid
hit:94_conv:189_uttr:1,1,My grandma died.,die,4,sad
hit:95_conv:191_uttr:1,0,I use to hate the dark when I was little.,use,11,afraid
hit:96_conv:193_uttr:1,1,I got into Harvard.,get,5,surprised
hit:97_conv:194_uttr:1,0,it annoys me that my wife keeps giving our son a stick even though he hurts himself every single time,annoy,20,annoyed
hit:98_conv:196_uttr:1,0,I took a trip over the weekend where we stayed at a nice hotel with a balcony overlooking the pool.,take,21,terrified
hit:100_conv:200_uttr:1,0,I miss my family members as they all pretty much gone now...,miss,13,sentimental
hit:100_conv:201_uttr:1,0,I almost died last year.,die,6,grateful
hit:101_conv:202_uttr:1,0,Went for a dip at the pool late one night on vacation.,go,13,embarrassed
hit:102_conv:205_uttr:1,0,So i got a huge bonus at work last week!,get,11,grateful
hit:103_conv:207_uttr:1,0,I hope I win the lottery this week.,hope,9,hopeful
hit:106_conv:212_uttr:1,1,So I went to pick up Lucy last night for our date.,go,13,confident
hit:107_conv:214_uttr:1,1,Got asked to my boss' office.,ask,8,surprised
hit:107_conv:215_uttr:1,0,I have studied and am sure I will pass the test.,study,12,confident
hit:110_conv:220_uttr:1,1,I lied to the police.,lie,6,ashamed
hit:110_conv:221_uttr:1,0,I got tickets to go to the Amusment park this weekend.,get,12,excited
hit:111_conv:223_uttr:1,0,Went to the beach the other day and remember how much my friend liked going together.,go,17,sentimental
hit:112_conv:225_uttr:1,0,I tried to catch a criminal but he got away.,try,11,disgusted
hit:114_conv:228_uttr:1,1,I got stock from family a long time ago.,get,10,grateful
hit:114_conv:229_uttr:1,0,"So last night at work I lost my keys, I search the office for like 30 minutes.",search,19,embarrassed
hit:115_conv:230_uttr:1,0,"I just applied for a promotion, and I should earn at least 10k more.",apply,16,hopeful
hit:118_conv:237_uttr:1,1,We've been wanting to stay in a cabin for awhile.,want,12,excited
hit:121_conv:242_uttr:1,0,I wish I was The Rock.,wish,7,jealous
hit:123_conv:246_uttr:1,0,"I recently lost my job, and am having trouble finding another one.",lose,14,afraid
hit:126_conv:252_uttr:1,1,I just got off the phone with one of my old buddies that I met for the first time in years yesterday and we are gonna go hang out sometime on Sunday!,get,34,excited
hit:126_conv:253_uttr:1,1,I can't believe the Falcons blew the Super Bowl.,believe,11,devastated
hit:135_conv:270_uttr:1,0,I was feeling really ambitious the other day and I decided to drive into the parking lot of my old elementary school just to see all the things I used to see years ago.,feel,35,nostalgic
hit:137_conv:275_uttr:1,1,"We tried for a baby for a long time, almost 4 years.",try,14,anticipating
hit:138_conv:276_uttr:1,0,I feel bad I stole a cookie from the cookie jar.,feel,12,guilty
hit:138_conv:277_uttr:1,0,I had been doing poorly in college for a while.,do,11,joyful
hit:139_conv:278_uttr:1,1,I've got a job interview next week.,get,9,anxious
hit:142_conv:284_uttr:1,0,I can't believe it hasn't rained today.,believe,10,surprised
hit:143_conv:287_uttr:1,1,The creek behind my house got in my yard twice.,get,11,terrified
hit:144_conv:288_uttr:1,1,"Ugh I was so mad the other day, I went to the store and was grocery shopping.",go,19,furious
hit:149_conv:298_uttr:1,1,"One time when driving on fresh snow I almost wiped out into a ditch, that scared me",scare,18,afraid
hit:149_conv:299_uttr:1,1,I really enjoyed taking care of my nephew yesterday.,enjoy,10,caring
hit:150_conv:300_uttr:1,0,"My brother applied for an Ivy League school this year, and we just found out he was accepted!",apply,20,impressed
hit:151_conv:303_uttr:1,0,I finished all my finals a couple of months ago for my sophomore year of college.,finish,17,joyful
hit:152_conv:305_uttr:1,0,"It really irritates me when my friend acts superior to everyone in the room, since he seems to think he is the best looking and strongest guy ever when really he's not at all.",irritate,37,annoyed
hit:153_conv:307_uttr:1,1,i really want to lose weight.,want,7,confident
hit:154_conv:308_uttr:1,0,"I was chased by a pitbull as a child, I was so scared for years afterwards",chase,17,afraid
hit:156_conv:313_uttr:1,0,"I slipped while carrying a tray of coffee at work the other day, got it all over me.",slip,20,embarrassed
hit:157_conv:314_uttr:1,0,"my parents picked me up from work in a new car for me when I turned 17, I was so surprised",pick,22,surprised
hit:157_conv:315_uttr:1,0,"I still my miss my partner, they left me all alone.",leave,13,lonely
hit:162_conv:325_uttr:1,0,"My dad used to be a pretty heavy drinker, it caused a few problems in our familiy.",cause,19,proud
hit:163_conv:326_uttr:1,0,"I don't really know how to react to this, but one of my friends told me a few days ago that not only is he going to Samoa for a while , but he's staying and moving there for a few years.",know,46,surprised
hit:163_conv:327_uttr:1,1,"I broke a vase at my mom's house last year, and ended up hiding the evidence.",break,19,guilty
hit:165_conv:331_uttr:1,0,My friend got a huge scholarship when he barely passed the PSAT.,get,13,jealous
hit:166_conv:333_uttr:1,0,"I was pretty strapped for money back before my freshman year of college, so I really needed to get my 29 on my ACT up to a 31 for a scholarship.",need,33,prepared
hit:167_conv:334_uttr:1,0,My friend stole some of my money the other week.,steal,11,disappointed
hit:169_conv:339_uttr:1,0,So yeah this Log even hit me square in the face and i ran out of the car.,hit,19,terrified
hit:170_conv:341_uttr:1,0,We moved to a new house last year and love it - and have spend much less working on projects and more time with the kids.,move,27,joyful
hit:172_conv:344_uttr:1,1,Makes me feel dumb thinking back.,make,7,angry
hit:174_conv:349_uttr:1,1,I felt guilty afterwards.,feel,5,guilty
hit:176_conv:352_uttr:1,1,My parents surprised me so well,surprise,6,surprised
hit:177_conv:354_uttr:1,0,"So, I asked my 7 year old what 12x12 was the other day, and he gave me the correct answer without hesitation.",ask,25,impressed
hit:180_conv:360_uttr:1,0,I reconnected with one of my childhood friends and I even got to go to the house that we used to hang out in years and years ago.,reconnecte,29,nostalgic
hit:180_conv:361_uttr:1,0,"My grandmother passed away when I was a child, it really upset me",upset,14,sad
hit:183_conv:366_uttr:1,1,My sister is coming from France to visit us.,come,10,joyful
hit:183_conv:367_uttr:1,0,I started working out again and it was nerveracking to begin again.,start,13,apprehensive
hit:184_conv:369_uttr:1,0,"This morning I was running late for work, and I got so mad at the driver in front of me!",run,22,annoyed
hit:185_conv:371_uttr:1,0,It made me feel really disappointed when my CV got rejected in the first place.,make,16,disappointed
hit:186_conv:372_uttr:1,1,I haven't been sleeping due to stressing about this situation.,sleep,12,terrified
hit:187_conv:374_uttr:1,0,"I beat my classmate in a school election, even though she was way more popular",beat,16,confident
hit:189_conv:379_uttr:1,1,I remember a time i got my first retail job.,remember,11,confident
hit:192_conv:384_uttr:1,1,one gentlemen saved my life,save,5,grateful
hit:192_conv:385_uttr:1,1,I recorded it to watch later,record,6,angry
hit:194_conv:388_uttr:1,1,I just got promoted at my firm.,promote,8,proud
hit:194_conv:389_uttr:1,1,playing my gameboy makes me nostalgic.,make,7,nostalgic
hit:195_conv:390_uttr:1,1,Someone rear ended me a few months ago.,end,9,furious
hit:198_conv:396_uttr:1,0,"I'm so happy about going to the lake with my wife, it makes me burst with joy!",make,20,joyful
hit:201_conv:403_uttr:1,1,I felt confident enough to wear a bikini!,feel,9,confident
hit:202_conv:404_uttr:1,1,My grandmother is getting out of the hospital.,get,9,joyful
hit:203_conv:406_uttr:1,0,I hope the immigrants children get reunited with their families,hope,10,hopeful
hit:212_conv:424_uttr:1,1,You tend to feel really low when you travel frequently.,tend,11,lonely
hit:213_conv:427_uttr:1,0,"He just took his lunch box, have a last look at me and said : I hope they will be nice.",take,23,impressed
hit:214_conv:428_uttr:1,1,"I suppose sometimes things backfire, no matter how good our intentions are.",suppose,14,annoyed
hit:214_conv:429_uttr:1,0,"I lost my best friend last year when he moved to Chicago because he got accepted into a master's program, and he made me feel like our friendship meant nothing since he was going on to do bigger and better things.",lose,44,jealous
hit:219_conv:438_uttr:1,0,So you ever get those moments when you look like a idiot for not understanding what someone meant earlier.,get,20,embarrassed
hit:219_conv:439_uttr:1,0,I usually study hard and get my grades but sometimes it doesnt work out.,study,16,disappointed
hit:222_conv:445_uttr:1,0,I started feeling a little anxious when my GPS just shut off,start,12,apprehensive
hit:224_conv:448_uttr:1,0,I went into the old abandoned house went and spent the night.,go,13,terrified
hit:224_conv:449_uttr:1,0,I started my first government job two years ago.,start,10,proud
hit:226_conv:452_uttr:1,0,"During college, I was bullied.",bully,7,annoyed
hit:226_conv:453_uttr:1,0,"Last year, my family went on vacation and left me all alone.",go,14,lonely
hit:228_conv:457_uttr:1,0,So i like being prepared for a lot of different situations when i go to conventions.,like,17,prepared
hit:232_conv:464_uttr:1,1,"By mistake, I saw an image of a car accident.",see,12,disgusted
hit:234_conv:469_uttr:1,0,"I missed up on something, but was told I could redo it",miss,13,hopeful
hit:236_conv:473_uttr:1,1,My boss called me the other day to tell me I would be receiving a package the next day.,call,20,disappointed
hit:237_conv:475_uttr:1,0,"So the other day I ate a piece of cake that my mom made for my dad as a gift, oops.",eat,23,guilty
hit:241_conv:482_uttr:1,0,"Last year, i went to a restaurant and they had a pinball machine.",go,15,nostalgic
hit:241_conv:483_uttr:1,0,I saw a homeless man sweating in the sun the other day.,see,13,grateful
hit:242_conv:484_uttr:1,0,"I made plans to spend time with my friend Megan today, and unfortunately, I had to reschedule yet again.",make,22,sad
hit:243_conv:486_uttr:1,0,The other day I met up with some friends I hadn't seen in a while,meet,16,excited
hit:244_conv:488_uttr:1,1,I was attacked in the street by someone who stole my bag.,attack,13,terrified
hit:250_conv:501_uttr:1,0,I thought my girlfriend was pregnant recently.,think,8,afraid
hit:252_conv:504_uttr:1,0,"One night, i hugged my wife and told her i loved her",hug,13,devastated
hit:253_conv:506_uttr:1,0,My coworkers threw a party for me recently.,throw,9,surprised
hit:254_conv:509_uttr:1,0,I recently thought I saw a ghost in my house.,think,11,terrified
hit:258_conv:516_uttr:1,1,The day started with my mom giving me hints and such.,start,12,surprised
hit:259_conv:518_uttr:1,1,I came home and my refrigerator was broken.,come,9,sad
hit:259_conv:519_uttr:1,0,I recently went back to my home state to visit.,go,11,nostalgic
hit:263_conv:527_uttr:1,0,I recently started in vitro treatments in hopes of getting pregnant.,start,12,hopeful
hit:264_conv:528_uttr:1,0,I got free tickets and a gift card to buy dinner!,get,12,excited
hit:264_conv:529_uttr:1,0,I am stressed by my blood test results that I will have tomorrow.,stress,14,anxious
hit:265_conv:531_uttr:1,0,I recently applied for a job after being out of the workforce for 13 years!,apply,16,hopeful
hit:269_conv:538_uttr:1,0,My friend who I grew up with recently passed away.,pass,11,devastated
hit:270_conv:541_uttr:1,0,I cheated on my boyfriend once.,cheat,7,ashamed
hit:273_conv:546_uttr:1,0,Yesterday I went to the doctor and had to get a shot.,go,13,anxious
hit:273_conv:547_uttr:1,1,I broke my coworker statue which was on her desk.,break,11,embarrassed
hit:274_conv:549_uttr:1,0,I really dislike people that don't have kindness and have hate in their hearts.,dislike,16,disgusted
hit:276_conv:553_uttr:1,0,My mom just completed seven weeks of radiation treatments for breast cancer!,complete,13,grateful
hit:277_conv:554_uttr:1,0,I saw my boyfriend commenting on another girls Facebook photos.,see,11,jealous
hit:277_conv:555_uttr:1,0,I broke my phone,break,4,angry
hit:278_conv:556_uttr:1,0,I recently studied very hard for a final exam,study,9,prepared
hit:280_conv:561_uttr:1,0,My son was invited for a sleepover but we don't know the host family very well.,invite,18,apprehensive
hit:281_conv:562_uttr:1,1,I don't think my boss liked it very much though.,think,12,furious
hit:284_conv:568_uttr:1,1,My apartment was robbed.,rob,5,devastated
hit:285_conv:570_uttr:1,0,My husband and I went to dinner tonight and were looking at pictures of our kids when they were really little.,go,22,sentimental
hit:286_conv:572_uttr:1,1,I hate the ocean.,hate,5,afraid
hit:289_conv:578_uttr:1,1,I wish I was Donald Trump.,wish,7,jealous
hit:290_conv:580_uttr:1,0,I cried all day when my grandma died.,cry,9,sad
hit:292_conv:584_uttr:1,1,I remember when Jordan hit that game winning shot against my Utah Jazz in the late 90's.,remember,19,disgusted
hit:293_conv:586_uttr:1,0,My friend Phil really bugs me.,bug,7,annoyed
hit:294_conv:588_uttr:1,1,So my father has done some dumb things.,do,9,disappointed
hit:295_conv:590_uttr:1,0,I wish I never lied to my dad.,wish,9,guilty
hit:297_conv:594_uttr:1,0,I listened to a song the other day that reminded me of the past.,listen,15,nostalgic
hit:298_conv:597_uttr:1,0,I know I will pass my English class.,know,9,confident
hit:299_conv:599_uttr:1,1,I wish I was Batman.,wish,6,jealous
hit:301_conv:602_uttr:1,0,I always feel loyality is the strongest thing in a relationship.,feel,12,faithful
hit:303_conv:606_uttr:1,0,My husband brought me a birthday present last month that I was very excited to receive,bring,16,surprised
hit:306_conv:612_uttr:1,0,"I took a vacation to Mexico, but was scared to go anywhere because of the crime in the area.",take,21,afraid
hit:307_conv:614_uttr:1,0,"At work, my coworker are suprised how confident I am in being able to achieve difficult taks.",suprise,19,confident
hit:308_conv:616_uttr:1,0,I've lived in my house for 19 years and I'm finally remodeling my kitchen!,live,17,excited
hit:311_conv:622_uttr:1,0,I wish I had friends.,wish,6,lonely
hit:312_conv:624_uttr:1,0,I wish I was taller.,wish,6,jealous
hit:314_conv:628_uttr:1,0,I cried when The Jonas brothers broke up.,cry,9,sad
hit:314_conv:629_uttr:1,1,.She got a huge promotion at work.,get,8,proud
hit:315_conv:630_uttr:1,1,One of my favorite restaurants that I go to every week was just shut down by the health department!,shut,20,disgusted
hit:317_conv:634_uttr:1,0,"At the airport, I found my luggage broken and objects where stolen",find,13,sentimental
hit:319_conv:639_uttr:1,1,My father in law was diagnosed with pancreatic cancer when our daughter was 9 months old.,diagnose,17,sad
hit:321_conv:642_uttr:1,0,I wish I was Lebron James.,wish,7,jealous
hit:322_conv:644_uttr:1,0,I pray I make the soccer team this year.,pray,10,hopeful
hit:323_conv:646_uttr:1,0,I cried when my brother died.,cry,7,sad
hit:325_conv:650_uttr:1,0,"I really like the movie, A Bugs Life.",like,10,impressed
hit:326_conv:653_uttr:1,0,I use to be the number one tennis player in the state.,use,13,sad
hit:327_conv:654_uttr:1,0,"A few years back, my husband was diagnosed with viral meningitis and then while in the hospital he got Bells Palsy.",diagnose,23,terrified
hit:329_conv:658_uttr:1,0,I can not believe my friend Joe died.,believe,9,surprised
hit:333_conv:666_uttr:1,0,Hillary Clinton makes me sick.,make,6,disgusted
hit:333_conv:667_uttr:1,0,"I receive my blood test result yesterday and I am so grateful that I don't any immune system diseases.""",receive,22,grateful
hit:338_conv:677_uttr:1,0,"so I'm buying my first home, and I'm worried about all the expenses that might happen besides the mortgage.",buy,23,apprehensive
hit:339_conv:679_uttr:1,0,I wish I didn't cheat on my now ex-gf,wish,12,guilty
hit:342_conv:684_uttr:1,1,Just injured my ankle.,injure,5,anxious
hit:342_conv:685_uttr:1,1,I am trying my best to go on a diet.,try,11,ashamed
hit:343_conv:686_uttr:1,0,I'm finding it super hard to move on from my last relationship.,find,14,sad
hit:345_conv:690_uttr:1,1,My grandmother passed away about 10 years ago.,pass,9,sad
hit:347_conv:694_uttr:1,1,Once I got a big gift in my mail.,get,10,surprised
hit:348_conv:696_uttr:1,0,"I just lost my job, and I've got too many bills",lose,13,terrified
hit:349_conv:699_uttr:1,1,My dad surprised me one morning with a new truck.,surprise,11,surprised
hit:350_conv:700_uttr:1,0,"I miss my dog, Baby Girl, poor thing passed away last year after 15 years.""",pass,19,sad
hit:353_conv:706_uttr:1,0,Our youngest daughter fell down our back stairs when she was about 4 and hit her head.,fall,18,afraid
hit:354_conv:708_uttr:1,0,"I left my home to my neighbor to take care of, when I had to suddenly visit my mom in Canada",leave,22,trusting
hit:355_conv:710_uttr:1,0,"I felt very joyful when I got into a college that I really wanted to go to, plus my friends were there already.",feel,25,joyful
hit:357_conv:714_uttr:1,1,I've worked nonstop for 9 months.,work,8,anticipating
hit:358_conv:716_uttr:1,1,Just got offered a car as a gift.,offer,9,hopeful
hit:358_conv:717_uttr:1,1,My mother in law always lies and exaggerates things.,lie,10,angry
hit:359_conv:718_uttr:1,1,I think we might be getting good news about a new addition to the family.,think,16,anticipating
hit:359_conv:719_uttr:1,0,My brother got suspended for something he did not do in high school by a very vindictive teacher.,suspend,19,angry
hit:360_conv:720_uttr:1,1,Just came back from a job interview.,come,8,confident
hit:362_conv:724_uttr:1,1,I haven't heard from my friend in 3 days.,hear,11,afraid
hit:363_conv:726_uttr:1,0,I've been studying really for my license exam.,study,10,faithful
hit:364_conv:728_uttr:1,1,My neighbor's home burned down.,burn,7,surprised
hit:366_conv:732_uttr:1,0,Finally got a raise after busting my butt off for 5 years.,get,13,content
hit:366_conv:733_uttr:1,0,I let a friend copy my answers for a test she did not study for and she made an A.,let,20,guilty
hit:370_conv:740_uttr:1,0,I was told to come back the next day after waiting over an hour in line to get my drivers license renewed.,tell,23,angry
hit:370_conv:741_uttr:1,0,"I recently got a $1,000 scholarship that I even forgot I applied for last year.",get,17,grateful
hit:371_conv:742_uttr:1,1,I loved that dog sooo much.,love,7,sentimental
hit:371_conv:743_uttr:1,1,Made me think of a friend I used to play with a lot when we were little.,make,18,nostalgic
hit:373_conv:747_uttr:1,1,I'm going to be really upset if I get passed over for another promotion.,go,16,jealous
hit:375_conv:750_uttr:1,0,"My daughters little dog passed away about 4 months ago, it really shook all of us.",shake,18,devastated
hit:375_conv:751_uttr:1,0,"I met a girl, and took her on a date to a concert",meet,14,apprehensive
hit:376_conv:752_uttr:1,0,I miss my father.,miss,5,nostalgic
hit:377_conv:754_uttr:1,0,I am not going to return to work after my maternity leave.,go,13,guilty
hit:377_conv:755_uttr:1,0,My friend just told me she likes me as more than a friend.,tell,14,surprised
hit:379_conv:758_uttr:1,0,I got the promotion letter when I least expected it,get,10,excited
hit:381_conv:763_uttr:1,0,One time I ate the rest of my friends leftover food after going out and thought he didn't want it.,eat,22,guilty
hit:383_conv:767_uttr:1,0,I can't wait for next february,wait,7,impressed
hit:386_conv:772_uttr:1,1,I got blamed for a report that had bad figures in it.,blame,13,angry
hit:390_conv:781_uttr:1,0,I really like that I can be with my daughter during the day and not worry about her under someone else care.,like,23,content
hit:391_conv:782_uttr:1,0,A couple years back a stranger tried to take my phone.,try,12,angry
hit:393_conv:786_uttr:1,0,I got lucky and passed my course this semester,get,9,grateful
hit:393_conv:787_uttr:1,0,I can't wait for February,wait,6,excited
hit:398_conv:796_uttr:1,0,My husband and I finally found the camper of our dreams after about a year of wanting one and we finally have our first camping trip planned!,find,28,excited
hit:400_conv:800_uttr:1,0,We made the decision to homeschool our girls years ago.,make,11,anxious
hit:406_conv:812_uttr:1,1,I feel terrible about not listening to my child's complaints about being picked on.,feel,16,ashamed
hit:408_conv:816_uttr:1,1,I will never forget the day I became a father.,forget,11,nostalgic
hit:409_conv:818_uttr:1,0,Turns out it was a deer who got stuck in the bushes.,turn,13,afraid
hit:410_conv:820_uttr:1,1,So my parents bought a new puppy for my younger brother.,buy,12,surprised
hit:417_conv:834_uttr:1,1,My girlfriend decided to jump out and scare me one day.,decide,12,surprised
hit:417_conv:835_uttr:1,0,My wife left me and i am so lonely.,leave,10,lonely
hit:420_conv:840_uttr:1,1,"Hey, I used to fill lonely in college - my senior year.",use,14,lonely
hit:421_conv:843_uttr:1,0,That must have been terrifying.,terrify,6,embarrassed
hit:425_conv:850_uttr:1,1,I just saw a naked man run through my neighborhood.,see,11,disgusted
hit:425_conv:851_uttr:1,0,My daughter's dentist appointment went so great today!,go,10,proud
hit:429_conv:859_uttr:1,0,Going to Disney makes me so happy,make,7,joyful
hit:433_conv:867_uttr:1,1,"Yesterday, I submitted my application for a credit card with Chase.",submit,13,grateful
hit:435_conv:870_uttr:1,0,My niece just turned two and it's weird reading her the books I read as a kid.,turn,19,sentimental
hit:436_conv:873_uttr:1,0,"I trust my wife, i think.",think,8,trusting
hit:438_conv:876_uttr:1,0,So I think we are all going to see the cousins new boat this weekend!,think,16,excited
