id,parent_id,summarized,text,length
dnthop6,73vr24,1,Greatest comic who ever lived and died way too soon.,11
dy0ncds,8f0ciw,1,"One of the greatest experimental musician, with sarcastic songs!",11
diylugc,6hij26,1,I love NCT!,4
fmyhqzc,fy6ih2,1,Hottt.,2
f9oaoj3,e659jz,0,Litty Titty,2
fjiyi3d,fdoy7x,1,Get ittt!,3
drjhz2v,7l1yrj,0,LTT is a good channel!,6
eae49z8,a02w01,0,I love itttt.,4
fx6nhts,hmcn8m,1,Love ittyt,2
ddx0d34,5uu0m1,1,Also how was NDT?,5
dqvrvcg,7hyt0l,1,NC was really nice and simple.,7
ewk603b,coos02,1,ITT?,2
fmh226h,fuz4rt,0,Bug pharma would make a lot more money in the anti depressants department.,14
dze2wm9,8larb7,1,Until then it's a steady dosage of big pharma,10
hhy85gy,qesvtk,0,"Drug of the nation, breeding ignorance and feeding radiation x 1000",12
dltnfxo,6ulixf,1,You'll get mostly angry and uncooperative interactions as a pharmacist.,12
go8zr7q,lot77g,0,Strangest Thing — The War on Drugs,7
dlaxe45,6s8xoo,1,This is pretty much every job in every field.,10
ga455iq,jhmsc8,1,"And a YT video by its founder Robert Whitaker ""Pharmaceuticals, risks and alternatives"" also ""Interview with Robert Whitaker at APA counter conference"".",28
ec0cg5e,a740bc,1,"Fight the real enemy, FDA.",7
e1ruif4,8vzb03,0,"I know some pilots and a lot of pharmacists, so I do realize how much they invested in their carreer :)",22
dyzjb3a,8jgjk0,1,"I really enjoyed it, even though I had never given pharmacy work any thought before.",17
fvvedjt,hf5bn7,1,"That's so great, I'm glad you had a positive interaction.",14
h5p46mb,omyx9g,1,"We need more interactions like this, that was awesome to read!",13
etha7ce,cbk67p,1,It was simply about skin to skin contact that didn't come with complications or explanations.,17
etfc0sz,cb8rir,1,"Well on one side, it's probably good to show initiave.",13
gafavqs,jjwo7c,1,Contact is a two way street.,7
gsrwgb8,mg8tkq,0,Well... that went from casual to causality real quick.,11
e5u9l7j,9f7avt,1,It was a rather frustrating interaction.,7
fio2v7a,f8qe7g,0,"Well, I will do this now!",8
ehk37ib,aw5tsa,1,I feel like actual human interaction is what you need right now.,13
fhz93nr,f5id00,1,They already initiated with you.,6
ez6bv1x,d05bhe,0,What are some highlights?,5
fncyn85,g0lyis,1,Did mostly circus tricks.,5
fi99t3h,f75pu2,1,I don't really remember stand out moments that much though.,12
dv72uux,822uzp,0,"Nope, I just wanted to see Sufjan perform and that was disappointing, soo short :/",17
dwrveb0,89lpgl,1,Did you watch Jesus Christ Superstar Live?,8
f81oi2j,dyjofn,0,Any outstanding highlights?,4
e5wfeoz,9fgybp,0,"I enjoyed the performance but still prefer the original & Not a huge fan of STP though, I do like some tunes",23
f2cmudc,dcxlda,1,Highlight reel type stuff.,5
elw5unz,bhvptl,1,Some aspects were good.,5
f5d9a5w,dnnq4u,1,I'm glad his set went well.,8
g1823kt,i8bea3,1,Gosh so big and strong.,6
dwwicwg,8a7q64,1,So exercise more than you eat.,7
drydom2,7n1tt9,1,"You see, and other people see, that you're skinny and slender.",15
etbeg5k,cav6ll,1,Monumental!,2
dta6tnj,7t6du0,1,Just try to encourage her to work out and eat better.,12
edfkdbv,adbigf,1,"As a 20-something girl with a skinny bf, you’re absolutely right.",14
edmahg9,ae10oh,1,I think just mostly just insecure about her own weight.,11
glrino9,lb2spo,1,Big freak,2
hg17qk3,q4upoe,1,That's huge!,4
dnxm4zm,74e1yb,0,"Is she overweight, average, or thin?",9
