id,parent_id,summarized,text,length
fv8cmdw,hbeodz,1,Kids say weird things sometimes.,6
emgaw10,bkfcqq,0,The definition of teenager is no appreciation,7
ecfsm7z,a90eo1,1,"Interestingly, the is the exact opposite with human babies.",11
eyrl89a,cevn2m,0,What a child xDDDD,4
h0w6o3s,nu5u7p,1,"Honestly get a flip phone, when you leave your apartment/ dorm take the flip phone with you and leave your 7+ at home.",26
hlm0td8,qzacy1,0,I’m 28 and have a quiet enjoyment when I get called “kiddo”.,16
fy8dba0,hrvw3d,0,That kid might grow up to be a successful entrepreneur,10
h3zyz0x,od0lh6,0,My 4 and 2 year old are still watching the ones I took from a year ago.,18
hit:6598_conv:13197_uttr:2,hit:6598_conv:13197_uttr:1,1,It sounds like you are a great parent.,9
h87h1ao,p0lhnv,0,"Even though little kids can be annoying, their naive-ness and happiness is so damn cute!",19
hit:4694_conv:9388_uttr:2,hit:4694_conv:9388_uttr:1,1,I would be furious.,5
hit:1710_conv:3421_uttr:2,hit:1710_conv:3421_uttr:1,0,"I would cry, very much!",7
dwl87fi,88i06w,1,People would be outraged.,5
hit:9443_conv:18887_uttr:2,hit:9443_conv:18887_uttr:1,1,I would be so angry!,6
ftb6stk,gylr15,1,Dying is cringe,3
dpmdnbu,7c12ug,1,I mean I would be weirded out tbh.,9
e8z5zu5,9tta4y,1,I'd be totally charmed.,6
ff2n610,er9lbx,1,Nothing cringe about making yourself better.,7
f8l3r98,e10cxk,1,Kinda cringey at the beginning,5
g8z5blw,jc3ww4,0,I cringe though lad,4
egg5zqk,aqh7xv,1,"I've never met him unfortunately, but I can assure you that Tyler Joseph, the lead singer of Twenty One Pilots is genuinely nice and funny.",29
fsabobm,gta51u,1,"Tyler, the Creator is one of my favourite artists.",11
du5okr9,7x1ykl,0,I met Justin before and he's literally the nicest person ever!,13
f161j8c,d7yhpr,1,Tyler puts on an awesome show too.,8
dg0cn07,6496we,1,Hi Tyler!,3
fmpmmw0,fwn61o,1,"I've actually gained the courage to try out some Travis Barkers works, mainly blink-182 songs.",18
egg0704,aqh7xv,0,My boyfriend is Tyler and he’s very nice!,10
eurdflg,chaefb,1,"Also I think Tyler, the Creator is an actual genius.",12
g397cop,iiv8b2,0,"Tyler the creator's both ""Igor"" and ""Flower Boy"" albums have really good fucking songs in them such as ""New magic wand"", ""who dat boy"" or ""Boredom"".",39
egg00ap,aqh7xv,1,I know one Tyler out of like twenty who is nice.,12
di9ipqu,6e8inh,1,I think its some kind of strategy used by people trying to get their comments in before the thread blows up.,22
gnhrab9,lk3h2w,1,It actually seems quite useless.,6
e9jffsh,9w37qj,0,"If you see a good comment, you upvote, whats so special?",15
dcomgvr,5p4del,1,I think it's a way to thank the people that took their time to answer.,17
flmcbfj,fpff8a,0,just as if not more useless than YouTube's premiere feature,11
fihghuj,f7ztk6,1,It helps filter out irrelevant content,6
fkutgoe,fksnlr,1,Useless .,2
dccziwa,5nafvc,1,I think it makes it easier to have actually discussions sometimes rather then heated arguments.,16
e4hh1oj,98kafz,0,Yet another reason: it stops people from accusing you of karmawhoring a controversial story.,16
fo42yl9,g5inbp,1,Stops people filling the gaps with bs imo.,9
enhck7s,bokpiq,1,Big blue invincible superhero.,5
hdvhkon,pt93vf,1,Tour de France blue.,5
etvphvo,cdmcr1,1,Miles Davis’ Kind of Blue.,7
fllls80,fpl6ro,0,Translucent blue,2
fh23wz0,f12m4v,0,Perfect Blue.,3
h795y80,ovflut,1,My 7yr old nephew and I watch Bluey all the time.,12
etvg5so,cdmcr1,0,Mr Blue sky,3
enpgvt4,bp7c2f,0,Blue Wonder,2
h79ftj5,ovflut,1,Ooooh my gosh we LOVE Bluey here!,8
g2mdmcx,if47nr,1,My 4 year old has blue hair too!,9
h0sldx2,ntl31x,1,Sounds like an opportunity to run linux to me.,10
guoqt2b,mraj4i,1,"And if you feel like it, try an alternative OS like Ubuntu on USB.",16
gmz9icu,lhtl3z,1,"After I'm done with university, I'm going back to using linux exclusively.",16
fbx650r,eexuca,1,Just use Linux.,4
et47sj3,c9r7zz,1,Learn a new operating system?,6
etc4jr6,caztga,0,I would just build a little LINUX pc on it that you can set as a boot device.,19
f77u4mv,dujvuo,0,I want to install a different OS.,8
figo27u,f7wv3c,1,"While you pay quite a lot for Windows, Linux is free to use.",15
es0yzat,c5cfvd,0,You could probably put normal Linux on it.,9
gn00e0v,lhtl3z,1,I run Linux everywhere I can.,7
