id,parent_id,summarized,text,length
de3qhkn,5vjegj,0,"Congrats man, that's awesome Got ACT results today personally, was pleased with how I did going into the test cold.",24
h9wl6ii,p9c0a0,1,"Often times, I find that people need a good listener",11
hhl1d1j,qd91qb,0,Be a good listener.,5
fyeriky,ht5sh5,1,Conversation is a difficult skill to master.,8
hboupjw,pid52k,1,Listen twice as much as you talk,7
eja16eu,b4x7xz,1,People like listeners more than talkers.,7
e0p7pcd,8r75zs,1,Listening is also quite difficult and has a lot of responsibility.,12
gijmma0,kt0oc8,1,Good listeners are also really fun to talk to in casual conversation.,13
dxo2z11,8dhxin,1,"But, I think that some people need to take on the role of a listener because some people really like to talk and there needs to be a balance.",31
dyupwt7,8itzgi,0,They do more listening than talking.,7
fk890is,fh1kms,1,"I’m a good listener, but that’s not something I like or appreciate about myself.",18
