id,parent_id,summarized,text,length
e7dx0bn,9mdjw1,1,Thank goodness that I have a good walking shoes.,10
hit:3835_conv:7671_uttr:2,hit:3835_conv:7671_uttr:1,0,UGH my dog has destroyed all of my favorite shoes.,11
dtf2jmm,7tp5ds,1,Shoes whose laces untie themselves every 10 minutes.,9
etz9ds6,ce6fw5,0,What is Solipsism?,4
el2fhlp,be1np9,0,"It almost sounds like solipsism, wherein the only thing you are certain that exists is your consciousness, and anything else might not be real.",27
h6daluo,oqr6ya,1,Existential wonder?,3
f88xqv6,dzo06m,1,Sometimes your thoughts spiral onto this so much and you end up feeling miserable.,15
f4pirap,dlew49,1,Qhat yoire really feeling is essentially solipsism.,8
ezjjoi5,d19t6o,1,Existential angst,2
ey2u1pg,cv9rpt,1,Feeling nothing seems like a reaction to searching for feelings we think we should have.,16
etzfz2s,ce6fw5,1,Another hole in solipsism is your first moments as a conscious being.,13
fyj390w,htttgc,1,Enlightenment > Bliss,3
fawuq3x,easjls,1,Feeling without understanding?,4
en324aj,bn7aoy,0,I'm basic so Old Town Road.,8
fkkwuxr,fj4npo,0,Country Roads Take Me Home!,6
etvv3rv,cdmcr1,0,Country road by west Virginia,5
ffpz806,eu4quq,1,Crazy town,2
hl8jyo2,qxbg9c,0,"My recommendation is ""Mullholand Drive"".",8
etvzipr,cdmcr1,0,Old town road is a must,6
etwjftl,cdmcr1,0,"Lake shore drive, lots of sounds and stuff",9
h708bp9,otr98b,0,Elizabethtown.,2
ffke0tn,ety6b0,1,Elizabethtown.,2
gzcsdu7,nkgkl2,1,London bridge.,3
eh9vb0x,aultod,1,Bet it felt like a breath of fresh air!,10
dqnsfaa,7h2ouo,1,I wish that I could breathe underwater.,8
efx3bn0,anx4pm,1,Learning to exhale constantly while underwater without subsequently swallowing half a liter of chlorinated water is apparently a skill a lot of beginners struggle with.,26
eg45483,aot3bd,1,It feels like a breath of fresh air.,9
ejjhilp,b69izs,1,I love how water makes me feel.,8
dsg9o5c,7pcp4d,1,Deep stomach breathing.,4
dx05cnb,8ankqp,1,Your stress level is way down because water rescues in deep water are very difficult.,16
dj449u4,6i6inx,1,It's a really satisfying feeling breaking away from anxiety in a single moment.,15
dtfdmeb,7tryai,1,It's quite a swell feeling and really helps my daily productivity and well being.,16
e3fvj75,93tlz2,0,I always thought of it as like being in water without the fear or sinking.,16
