id,parent_id,summarized,text,length
fhfwnul,f30qxx,0,You can report anonymously.,5
f6dzp0l,dr0mcb,0,"Not clear to me why you would do that, and anonymously at that?",15
fxx1yw8,hqcyg5,1,Contact Anonymous maybe?,4
ghu0iny,koykhi,1,I think a friend told me that app is pretty anonymous,11
ec17rut,a71gjs,1,I hope it goes amazing!,6
djwkkt9,6ltugj,1,I hope it's a good and satisfying one.,10
dktdf4f,6pzfrk,0,Hopefully it's good,4
dg41wd2,64oord,1,I always hope it's a good one.,9
dp1oh9v,79g66y,0,"I think whatever it is, it's going to be awesome!",13
dg1f9xm,64dpgy,1,I can't promise to be very exciting though.,10
dn8d17f,712eq8,1,Hope it's a great one,6
hit:4382_conv:8764_uttr:2,hit:4382_conv:8764_uttr:1,1,Yeah it should be a good one.,8
ddnkf3g,5tla6y,1,Hope it goes really great.,6
hit:661_conv:1323_uttr:2,hit:661_conv:1323_uttr:1,1,I hope it is not too bad.,8
de3xc9m,5vn7pl,0,"Been playing this song for 3 days now, I can't stop thinking about this person lol",18
fkiolgs,fipiud,0,I usually remember two words of lyrics and just google it a bit,13
f0mgvhd,d5esoo,0,I just look up songs I like on YouTube.,10
dm0ninl,6viro7,1,Could only remember these two lines though lol,8
e3qjkip,956ynx,1,I even memorized the lyrics hahaha,6
e1372wl,8sww2v,0,"Haha, I just pictured you and your mum singing along to that song, and I don’t even know you!",23
fd6j962,ek6ldy,0,I used to love looking at the art and reading the lyrics on album inserts,15
ew5g71r,cmq3d5,1,Yep keep on repeating a song when I eagerly wanted to know the lyrics.,15
fk781il,fgweih,1,Like forgotten song lyrics.,5
dco5fz1,5p3sx0,0,I'm impressed a youngin like you knows that song :P,11
dzpetw8,8mp18v,0,Yeah it's best to open them quickly,8
dzb3g2s,8kvza9,0,What exactly makes you keep them open in the first place?,12
epyiwoa,bwm9p0,0,"Open all the time, just to let the nice cool night air in.",15
hit:3146_conv:6293_uttr:2,hit:3146_conv:6293_uttr:1,1,I could sleep if it wasn't closed all the way,11
doctbso,766owi,1,"Oh yeah, opening them is the best!",9
e0wzg3a,8s6pve,0,I like to sleep with both eyes closed and at night.,12
dg6unlj,65285d,1,"Sometimes I wanna open it, but the enjoyment would wear off fast.",14
frnay4b,gp9s7k,1,My once always shut curtains and not always open.,10
dzpf655,8mp18v,0,If I want to open them quietly I cut the top off with scissors!,15
f87dthp,dzgp7q,1,"I have to have mine closed, though.",9
dhbdl27,6a1o5a,0,Tommy's,2
hit:7521_conv:15042_uttr:2,hit:7521_conv:15042_uttr:1,0,Who is tom?,4
e1359d8,8sxr02,1,Thomas.,2
dku9igi,6q3olc,1,Tommy.,2
e5qdhw9,9eopg4,0,To blow leaves Tommy..,5
dygxdjf,8h489l,1,"Well, happy cake day, Tommy.",8
dobba9g,7652bf,1,Is your name Tommy?,5
dressn4,7kiko7,1,you are one of the lucky ones who will get to meet Tommy,13
dv8bwlr,828own,0,"William, Bert, or Tom",6
eetiebd,aj82ql,0,It’s from Tommy Boy,5
