id,parent_id,summarized,text,length
e0k0ek3,8qk2e0,1,I don't listen to the radio anymore other than to listen to a certain morning show so popular songs don't get ruined for me by repetitiveness anymore.,30
f8v7q0i,e2cd4j,1,I always have the same song in my head.,10
egw2dq6,asn483,0,I make up a story in my head related to the song,12
fd3oa53,ejzpml,1,"If it's a band I'm a fan of, I'll listen to the album from start to finish several times over to get used to how the singles fit in to the project as a whole.",40
eb7ibvk,a3ncv5,1,When I hear India I think colour.,8
h184asg,nvx22d,0,"I’m not Indian, nor could I possibly understand what you’re going through, but I remember in high school reading a book called",26
fkby79j,fhh9i1,1,"I couldn't converse in any other language at all even though I ""learnt"" Hindi in school.",20
fkbs6ez,fhh9i1,1,"What sucks though is that I'm clueless about Telugu even though I was born in Hyderabad, and keep getting shit for it from my friends there.",29
dqvu005,7i3d3l,0,I am from India.,5
dqevlbq,7fuqcz,1,Never thought I could date someone online with the stereotype of Indians being creeps.,15
fkcahy4,fhh9i1,0,Being Indian is hard,4
f4ahvmf,dk3pr0,0,Arent you glad you dont live in Kashmir?,11
exgvy31,cssbsg,1,"Honestly, I find reading and writing Punjabi much more difficult than speaking.",14
ec6hvaf,a7theo,0,"Hah, Indian guys are the same.",8
f5gosap,dnpq6r,0,Good for him 😏,4
eeb1ju0,ah1h92,1,Good for him!,4
hit:9853_conv:19707_uttr:2,hit:9853_conv:19707_uttr:1,0,Are you happy for him?,6
fk3dddg,fg9g0w,1,Good for him!,4
ez4z7oe,czzbyq,0,Good for him,3
hit:10377_conv:20754_uttr:2,hit:10377_conv:20754_uttr:1,0,well you should be happy for them!,8
e5fsp6p,9cwx05,0,Happy for you and for him!!,8
hluosyb,r0gels,0,Good for him!,4
hit:5015_conv:10030_uttr:2,hit:5015_conv:10030_uttr:1,0,"That's good on his part, how do you feel about it?",14
hit:3216_conv:6432_uttr:2,hit:3216_conv:6432_uttr:1,0,I'm glad they won!,6
h3c3e1g,o9njcx,1,"If you are having trouble making connections, your loved ones are only a phone call or message away :)",20
eev5bxb,ajfpfg,1,You can still have fun and make friends.,9
gc8wbsp,ju10hb,1,Just to stay in contact,5
duu4395,809yto,1,"I think calling is a great way to keep in touch, whether it's a simple phone call or a video call.",24
fqzb97j,glpe3b,1,You never know what good things will come from making a new connection.,14
dlk3fbk,6te60v,0,Knowing I'll lose contact forever with people I have contact nowadays,12
fzmsk5n,hzlnzi,0,How do you stay in touch with friends who are really far away that you can’t easily call/meet up with?,24
hjxcy8h,qq1vj3,1,Keep in touch with childhood friend from time to time.,11
dgwpln4,6898i7,1,"As for keeping in touch, I personally think it's a case by case basis.",17
eyiwzhb,cx4p4c,1,Try not to lose touch - good friends are worth keeping around.,13
