id,parent_id,summarized,text,length
dx1t2e1,8atzah,1,"Played some Witcher 3, tried out a new recipe, started studying for finals.",16
esn5rgt,c8e688,1,Hi Carol!,3
esmg5a0,c8e688,1,Hi carol!,3
esmzngj,c8e688,1,Hi Carol!,3
esmhmbh,c8e688,1,Carol!,2
esn3yps,c8e688,1,Carol.,2
esmvhkw,c8e688,1,Hey Carol.,3
esmp6yy,c8e688,1,Hi Carol!,3
esn6rdr,c8e688,1,Hi Carol!,3
esn44zi,c8e688,1,Hi Carol!,3
esmfcmp,c8e688,1,Hi Carol!,3
eb83n8k,a3pv7s,1,Hear hear.,3
dyy8ahx,8j8rfl,0,Hear hear!,3
fnz15ug,g4gq3y,1,Hear hear.,3
eaa7j79,9zeb90,1,Hear hear!,3
dqy6d95,7iev4q,0,"Hear, Hear!",4
et47u7m,c9r7zz,1,Hear hear!,3
g1glaqo,i9mjri,1,Hear hear.,3
g1bc2wd,i8r3pc,1,Hear hear.,3
dtue0ts,7vqu51,1,Hear hear.,3
g4qap67,iqa0tf,0,Hear hear!,3
dexmw87,5zey10,1,Oh I remember growing up wanting school to be cancelled so bad because of snow.,16
djg5ojl,6jpz7x,1,I had a few snow days in elementary school.,10
ga50npy,ji68mh,1,Snow days off school were the most tits thing ever,10
e9poi9z,9x4mfn,1,"The first winter I remember them all running to the windows amazed by the snow, and then skipping class to hold snow for the first time.",28
djg5jur,6jpz7x,1,I never had a snow day until last year!,10
hit:3803_conv:7606_uttr:2,hit:3803_conv:7606_uttr:1,1,Summer vacations were the best,5
dg4bxo1,64qjoz,1,"I remember in high school getting ridiculous snow in the springtime, but I'm going to school in the south now so that doesn't really happen.",29
dq8ccq3,7eyhlb,1,Coming home from school on the start of the holidays were the best!,14
dukmvzm,7z0pi6,1,"We got an inch of ice, almost fell on my ass multiple times trying to walk to class.",20
e7siyls,9o6vmv,1,"Holidays seemed so much more fun because you spent all of that month coloring or crafting pumpkins or turkeys or Christmas trees, talking about each holiday at school for weeks before it came.",35
djg9dtf,6jnlw2,1,"My big 3 in my area is KFC, McDonalds and a cool pizza place.",16
dcvayzx,5q062m,0,Probably Wendy's,3
dncww4b,71rlvk,0,"Red Robin's Whiskey River BBQ Burger, extra fries daddy-o",13
dgyxh5u,68i60b,0,Burgers 🍔,2
ds8xy23,7oe6fg,1,I go to McDonald's every Friday.,8
h13uzhs,nvgo2c,1,Burger.,2
dyi2oxy,8h9g9l,0,Whataburger because you can never fail with bacon & cheese burger,11
eama4po,a12gr0,0,What's your opinion on Five Guys Burger ?,9
dn658y2,70vflx,1,BK I'll usually get a chicken sandwich and a Dr pepper.,13
e4ah5fj,97raur,0,McDonald’s lol,3
djstxlr,6l2a3s,0,Owling.,2
dpfjik8,7b3exs,1,Owl?,2
eg6arqc,ap7dv8,1,barn owls are awesome!,5
dzsmesx,8my3so,1,When I was younger we lived in a neighborhood with multiple owl nests in eucalyptus trees in the greenbelt.,20
dzrp8fn,8my3so,1,"Then as the area developed, less and less owls where seen, until i never saw one again.",20
dlgfk0f,6sy279,0,Owl!,2
dzrjne8,8my3so,0,Go to an owl sanctuary my dude.,8
don08nh,77k04f,0,"I've always wanted to have an owl as a pet, but they're illegal to keep as pets and for very good reasons.",26
ejvcv8a,b81wnz,0,There used to be a owl couple that lived in my neighborhood they were always together and were the only owls in the area they also kept stalking my rabbit to try and eat it,35
dzs1bky,8my3so,0,"I used to think wood pigeons were owls with their hooo hoo hoo-hoo, hoo HOOO hoo hoo-hoo...",23
ez9p5d4,d0gvwn,1,Stay strong,2
f7cqdwt,dvhl3t,1,Stay strong.,3
f58vka4,dn97eh,1,Keep going!,3
hbde9j3,pgrcug,1,Keep going strong!,4
e6hxrp3,9i9xcv,1,You just gotta keep going.,7
fg6uu0c,ex9048,1,Stay strong.,3
fe8px6c,eo5e4l,1,Keep going!,3
fqyemvh,glg8w3,1,Keep going you got thiss,6
e808xiz,9paf0p,1,Keep going!,3
fh1nic3,f111y7,0,Stay strong,2
